OrderID,Product,ProductCategory,Brand,Description,StandardCost,UnitPrice,DateRequest,QuantitySold,DiscountPrice,TotalPrice,CustomerName,CustomerRegion,CustomerCity,Canceled,Feedback
4849,D84U89YJB,Реле,Nexus Labs,,8.99,15.91,2024-04-01 13:59:42,110,0.25,2187.62,Тетерина Герасим Григорьевна,Витебская область,Орша,0,
4850,D4V30T9NT,Резонатор,Fusion Technologies,,13.69,21.48,2024-04-01 14:03:37,126,0.25,3383.1,Киселев Модест Ярославович,Гродненская область,Слоним,0,4
4851,T7E8G8JDP,Реле,Unknown,сверхмощный легкий точный удобный 81 новый быстрый 435,17.92,34.3,2024-04-01 14:58:52,128,0.25,5488.0,Третьяков Ким Матвеевна,Минск,Минск,0,1
4852,1YXR2DHYL,Дисплей,Arkham Devices,легкий точный сверхмощный простой новый удобный 577 307,5.13,8.16,2024-04-01 15:18:00,11,0.1,98.74,Горбачева Адам Евсеевич,Брестская область,Берёза,0,5
4853,90PDW5PY6,Транзистор,Arkham Devices,надёжный 891 точный сверхмощный легкий новый простой 460,5.64,9.38,2024-04-01 15:22:14,147,0.25,1723.58,Мельникова Алла Ярославович,Минская область,Борисов,0,1
4854,URTP0LZJJ,Резистор,Unknown,точный сверхмощный 991 672 простой удобный надёжный быстрый,19.33,37.21,2024-04-01 15:42:33,8,0.0,297.68,Медведева Афиноген Венедиктович,Брестская область,Берёза,0,3
4855,URTP0LZJJ,Резистор,Unknown,точный сверхмощный 991 672 простой удобный надёжный быстрый,19.33,37.21,2024-04-01 15:43:33,14,0.1,573.03,Чернов Натан Владиславович,Витебская область,Полоцк,0,5
4856,94874FRHO,Трансформатор,Arkham Devices,,6.13,11.33,2024-04-01 16:51:33,131,0.25,1855.29,Овчинников Нонна Артурович,Гродненская область,Лида,0,
4857,7HZIOYKL1,Индуктивность,Fusion Technologies,простой 795 296 новый легкий быстрый надёжный точный,4.49,7.91,2024-04-01 16:51:36,26,0.1,226.23,Красильников Евстафий Вилорович,Могилёвская область,Бобруйск,0,3
4858,JV6OH9SDB,Акустика,Kepler Systems,,1.84,2.82,2024-04-01 17:05:13,183,0.25,645.07,Шаров Герасим Вадимовна,Минск,Минск,0,5
4859,BHSAHXTHV,Микросхема,Unknown,новый легкий точный 982 745 надёжный удобный сверхмощный,23.0,35.06,2024-04-02 09:53:36,12,0.1,462.79,Игнатова Роман Зиновьевич,Гомельская область,Жлобин,0,3
4860,XAJI0Y6DP,Трансформатор,Fusion Technologies,406 удобный надёжный 81 легкий простой новый точный,20.5,39.13,2024-04-02 10:31:12,62,0.2,2911.27,Сорокин Феоктист Викторовна,Минск,Минск,0,2
4861,9V86WZS3T,Резонатор,Unknown,удобный простой 317 точный сверхмощный надёжный быстрый 408,10.92,16.83,2024-04-02 11:42:50,59,0.2,1191.56,Овчинников Нонна Артурович,Гродненская область,Лида,0,2
4862,I64CIYHE7,Оптопара,Nexus Labs,сверхмощный быстрый простой удобный легкий 933 970 надёжный,0.58,1.08,2024-04-02 13:40:06,154,0.25,207.9,Колесникова Аверкий Игнатьевич,Гомельская область,Жлобин,0,4
4863,SJ49ITN7S,Разъем,Nexus Labs,,16.7,27.94,2024-04-02 13:45:04,147,0.25,5133.98,Егорова Раиса Фомич,Минск,Минск,0,2
4864,TQLL8OS9X,Дисплей,Kepler Instruments,89 удобный легкий точный надёжный простой новый 336,9.34,17.7,2024-04-02 13:57:29,189,0.25,4181.62,Пахомов Константин Викторовна,Витебская область,Орша,0,
4865,ZCOTOHP6V,Реле,JPZ,,24.94,41.54,2024-04-02 14:09:55,97,0.2,4835.26,Савин Рубен Святославовна,Гомельская область,Речица,0,
4866,PJ4HNRIUU,Аккумулятор,Arkham Devices,,9.84,15.88,2024-04-02 14:48:17,125,0.25,2481.25,Назарова Феврония Геннадьевна,Гомельская область,Речица,0,4
4867,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-02 15:03:12,179,0.25,7104.06,Третьяков Ким Матвеевна,Минск,Минск,0,2
4868,JV6OH9SDB,Акустика,Kepler Systems,,1.84,2.82,2024-04-02 15:49:36,164,0.25,578.1,Гаврилов Остромир Дорофеевич,Минск,Минск,0,4
4869,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-02 16:06:23,47,0.1,1176.69,Захаров Денис Жоресович,Витебская область,Новополоцк,0,3
4870,SJ49ITN7S,Разъем,Nexus Labs,,16.7,27.94,2024-04-02 17:55:44,184,0.25,6426.2,Васильев Леон Федосеевич,Гродненская область,Слоним,0,3
4871,QPGB7R3OC,Трансформатор,JPZ,удобный точный сверхмощный 306 легкий 572 простой надёжный,11.69,22.33,2024-04-03 09:02:33,67,0.2,1795.33,Киселев Модест Ярославович,Гродненская область,Слоним,0,2
4872,4AZYTJXEP,Диод,Arkham Devices,простой 991 удобный быстрый новый надёжный легкий 318,10.76,21.16,2024-04-03 09:05:16,143,0.25,3782.35,Селезнев Владимир Павловна,Гродненская область,Слоним,0,1
4873,38DALY8OZ,Микросхема,JPZ,,14.08,25.11,2024-04-03 09:35:32,123,0.25,3860.66,Киселев Модест Ярославович,Гродненская область,Слоним,0,
4874,9V86WZS3T,Резонатор,Unknown,удобный простой 317 точный сверхмощный надёжный быстрый 408,10.92,16.83,2024-04-03 09:48:20,48,0.1,888.62,Марков Ким Феоктистович,Гомельская область,Жлобин,0,2
4875,YOFQEWAOU,Светодиод,Unknown,297 сверхмощный новый точный 559 удобный быстрый простой,14.77,28.76,2024-04-03 10:18:44,158,0.25,5680.1,Овчинников Нонна Артурович,Гродненская область,Лида,0,
4876,AQVKIZZQY,Транзистор,Nexus Labs,удобный быстрый надёжный 339 точный сверхмощный простой 735,6.34,11.3,2024-04-03 10:37:23,197,0.25,2782.63,Пестова Евсей Даниловна,Минская область,Молодечно,0,2
4877,A26YFPMVX,Акустика,Fusion Technologies,,4.15,7.16,2024-04-03 10:58:04,54,0.2,463.97,Данилова Корнил Тарасович,Гродненская область,Гродно,0,2
4878,P7Y6WKTAK,Светодиод,Fusion Technologies,быстрый надёжный легкий простой 870 удобный точный 623,12.9,19.55,2024-04-03 11:58:44,65,0.2,1524.9,Тетерина Парамон Федосьевич,Могилёвская область,Горки,0,1
4879,60RJIW1SW,Аккумулятор,Fusion Technologies,быстрый 849 новый легкий удобный простой 900 точный,5.2,10.0,2024-04-03 12:55:57,98,0.2,1176.0,Шаров Болеслав Романовна,Брестская область,Брест,0,2
4880,CN9J2QP89,Датчик,JPZ,,5.46,9.37,2024-04-03 13:13:06,161,0.25,1885.71,Горбачева Адам Евсеевич,Брестская область,Берёза,0,1
4881,AXEQBNHL1,Акустика,Unknown,точный новый простой удобный 349 быстрый 622 сверхмощный,15.19,29.77,2024-04-03 13:19:52,18,0.1,589.45,Колесникова Аверкий Игнатьевич,Гомельская область,Жлобин,0,2
4882,I64CIYHE7,Оптопара,Nexus Labs,сверхмощный быстрый простой удобный легкий 933 970 надёжный,0.58,1.08,2024-04-03 13:36:59,141,0.25,0,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,1,4
4883,M5ZJA8DZR,Трансформатор,Kepler Technologies,,17.0,31.09,2024-04-03 13:52:18,137,0.25,5324.16,Орехов Амос Фокич,Минская область,Слуцк,0,
4884,7TZ0YNCXL,Индуктивность,Quantum Systems,надёжный 455 простой сверхмощный легкий новый удобный 360,14.19,28.32,2024-04-03 14:35:56,95,0.2,3228.48,Шаров Виссарион Трифонович,Минск,Минск,0,
4885,5NF4ZW9XA,Акустика,Arkham Devices,299 быстрый новый удобный сверхмощный надёжный легкий 148,20.34,36.81,2024-04-03 15:06:35,2,0.0,0,Игнатова Роман Зиновьевич,Гомельская область,Жлобин,1,
4886,9V86WZS3T,Резонатор,Unknown,удобный простой 317 точный сверхмощный надёжный быстрый 408,10.92,16.83,2024-04-03 15:09:18,197,0.25,4144.39,Данилов Ферапонт Валерьевич,Брестская область,Пинск,0,1
4887,QPGB7R3OC,Трансформатор,JPZ,удобный точный сверхмощный 306 легкий 572 простой надёжный,11.69,22.33,2024-04-03 15:29:55,140,0.25,0,Ильина Лонгин Альбертовна,Минская область,Слуцк,1,4
4888,WBFUK9E1V,Разъем,Nexus Labs,,4.48,8.56,2024-04-03 15:54:32,166,0.25,1776.2,Мельникова Владлен Даниилович,Могилёвская область,Бобруйск,0,4
4889,90PDW5PY6,Транзистор,Arkham Devices,надёжный 891 точный сверхмощный легкий новый простой 460,5.64,9.38,2024-04-03 15:58:55,61,0.2,686.62,Чернов Натан Владиславович,Витебская область,Полоцк,0,4
4890,CYWD14VE9,Аккумулятор,Nexus Labs,,23.96,39.19,2024-04-03 16:29:04,40,0.1,1724.36,Красильников Евстафий Вилорович,Могилёвская область,Бобруйск,0,2
4891,A0L7253J2,Трансформатор,JPZ,207 быстрый сверхмощный 45 надёжный точный новый простой,28.46,46.15,2024-04-03 17:19:18,164,0.25,9460.75,Филиппова Кузьма Трифонович,Гомельская область,Речица,0,3
4892,0Y9DOM5IG,Индуктивность,Arkham Devices,,0.46,0.76,2024-04-04 09:32:59,95,0.2,0,Шубин Михей Изотович,Брестская область,Брест,1,2
4893,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-04 10:19:02,118,0.25,4683.12,Бобылева Наина Мироновна,Гомельская область,Жлобин,0,2
4894,JCKJLTEIY,Резистор,Unknown,,5.74,10.46,2024-04-04 10:23:37,33,0.1,379.7,Муравьева Ювеналий Артемовна,Минская область,Жодино,0,4
4895,Z41NAM148,Акустика,Fusion Technologies,202 сверхмощный 651 простой удобный надёжный новый быстрый,16.14,32.1,2024-04-04 10:37:03,118,0.25,4734.75,Филиппова Кузьма Трифонович,Гомельская область,Речица,0,4
4896,HAIR4COWG,Конденсатор,Unknown,простой легкий новый 936 надёжный 397 сверхмощный быстрый,10.8,18.77,2024-04-04 10:39:14,87,0.2,1959.59,Суворова Виссарион Никифоровна,Гродненская область,Гродно,0,
4897,1YXR2DHYL,Дисплей,Arkham Devices,легкий точный сверхмощный простой новый удобный 577 307,5.13,8.16,2024-04-04 11:02:01,53,0.2,518.98,Колесникова Аверкий Игнатьевич,Гомельская область,Жлобин,0,
4898,UZFK8UT0C,Дисплей,Digit Solutions,,21.08,41.52,2024-04-04 11:16:41,187,0.25,9705.3,Сорокин Феоктист Викторовна,Минск,Минск,0,4
4899,9SKDGIGAT,Оптопара,Unknown,быстрый надёжный точный сверхмощный 322 легкий удобный 452,0.22,0.35,2024-04-04 11:17:28,196,0.25,85.75,Бобылева Наина Мироновна,Гомельская область,Жлобин,0,4
4900,I64CIYHE7,Оптопара,Nexus Labs,сверхмощный быстрый простой удобный легкий 933 970 надёжный,0.58,1.08,2024-04-04 11:50:04,121,0.25,163.35,Киселев Модест Ярославович,Гродненская область,Слоним,0,5
4901,ZCOTOHP6V,Реле,JPZ,,24.94,41.54,2024-04-04 12:08:54,14,0.1,639.72,Архипова Мариан Абрамович,Гродненская область,Волковыск,0,2
4902,TOGN1W1HT,Индуктивность,Digit Solutions,надёжный простой новый быстрый 977 удобный 338 точный,21.38,39.44,2024-04-04 12:19:41,99,0.2,4685.47,Лапина Татьяна Святославовна,Минская область,Слуцк,0,1
4903,55J2O7S3K,Дисплей,Fusion Technologies,,4.23,6.55,2024-04-04 12:40:36,53,0.2,416.58,Мельникова Владлен Даниилович,Могилёвская область,Бобруйск,0,
4904,90PDW5PY6,Транзистор,Arkham Devices,надёжный 891 точный сверхмощный легкий новый простой 460,5.64,9.38,2024-04-04 13:28:03,175,0.25,2051.88,Данилов Ферапонт Валерьевич,Брестская область,Пинск,0,5
4905,VS4F8CGVY,Предохранитель,Arkham Devices,,14.91,23.7,2024-04-04 14:31:15,39,0.1,1016.73,Бобылева Наина Мироновна,Гомельская область,Жлобин,0,2
4906,C5WI6FQJJ,Резистор,Unknown,сверхмощный надёжный простой 475 удобный точный быстрый 306,20.17,38.16,2024-04-04 14:40:48,125,0.25,5962.5,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,5
4907,NLZ15BCW7,Реле,Fusion Technologies,быстрый 353 434 надёжный простой сверхмощный точный новый,1.07,2.12,2024-04-04 14:41:12,161,0.25,426.65,Шаров Виссарион Трифонович,Минск,Минск,0,1
4908,3A3ZMF8MD,Светодиод,Arion Instruments,надёжный легкий простой точный 779 удобный новый 594,10.76,16.17,2024-04-04 15:28:01,3,0.0,48.51,Медведева Афиноген Венедиктович,Брестская область,Берёза,0,
4909,GDSWM31YI,Акустика,Quantum Systems,быстрый простой точный надёжный 455 782 новый удобный,11.4,19.25,2024-04-04 15:35:10,52,0.2,1201.2,Кузьмина Парфен Давыдович,Минск,Минск,0,1
4910,HAIR4COWG,Конденсатор,Unknown,простой легкий новый 936 надёжный 397 сверхмощный быстрый,10.8,18.77,2024-04-04 15:53:15,160,0.25,3754.0,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,4
4911,P7Y6WKTAK,Светодиод,Fusion Technologies,быстрый надёжный легкий простой 870 удобный точный 623,12.9,19.55,2024-04-04 15:59:25,181,0.25,4423.19,Тетерина Парамон Федосьевич,Могилёвская область,Горки,0,
4912,J9TZE5R5U,Оптопара,Unknown,быстрый 333 новый точный надёжный удобный сверхмощный 679,24.7,38.83,2024-04-04 16:00:12,41,0.1,1751.23,Шаров Болеслав Романовна,Брестская область,Брест,0,
4913,Z7SRCBPLJ,Светодиод,Delphini Technologies,829 легкий новый удобный простой 116 надёжный быстрый,21.11,38.81,2024-04-04 16:01:38,105,0.25,5093.81,Симонова Симон Макаровна,Брестская область,Берёза,0,3
4914,55J2O7S3K,Дисплей,Fusion Technologies,,4.23,6.55,2024-04-04 16:32:29,64,0.2,503.04,Гаврилов Остромир Дорофеевич,Минск,Минск,0,
4915,AXEQBNHL1,Акустика,Unknown,точный новый простой удобный 349 быстрый 622 сверхмощный,15.19,29.77,2024-04-04 16:34:44,25,0.1,0,Рябова Валерий Гавриилович,Гомельская область,Жлобин,1,4
4916,G8SBI4Q2Y,Микросхема,Nexus Labs,надёжный сверхмощный удобный 125 простой новый 230 точный,17.47,32.34,2024-04-05 09:11:29,123,0.25,4972.28,Белозерова Вячеслав Филипповна,Могилёвская область,Могилёв,0,3
4917,AXEQBNHL1,Акустика,Unknown,точный новый простой удобный 349 быстрый 622 сверхмощный,15.19,29.77,2024-04-05 09:53:52,150,0.25,5581.88,Жуков Ульян Владиславович,Могилёвская область,Осиповичи,0,4
4918,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-04-05 10:00:40,146,0.25,2239.27,Рожкова Аркадий Чеславович,Гомельская область,Речица,0,3
4919,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-05 10:17:44,46,0.1,1151.66,Филиппов Натан Вениаминовна,Гродненская область,Волковыск,0,2
4920,A753LC58D,Резистор,Delphini Instruments,710 сверхмощный удобный 852 новый надёжный быстрый простой,1.81,2.73,2024-04-05 11:23:14,172,0.25,586.95,Архипова Мариан Абрамович,Гродненская область,Волковыск,0,1
4921,GDSWM31YI,Акустика,Quantum Systems,быстрый простой точный надёжный 455 782 новый удобный,11.4,19.25,2024-04-05 11:35:38,155,0.25,0,Селезнев Владимир Павловна,Гродненская область,Слоним,1,4
4922,QPKI7P5TB,Конденсатор,Sumeru Instruments,,29.82,52.22,2024-04-05 11:43:17,94,0.2,5890.42,Назарова Феврония Геннадьевна,Гомельская область,Речица,0,5
4923,D4V30T9NT,Резонатор,Fusion Technologies,,13.69,21.48,2024-04-05 11:51:36,126,0.25,3383.1,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,
4924,3KX7EEDTJ,Переключатель,Kepler Systems,,16.46,26.77,2024-04-05 12:28:27,180,0.25,6023.25,Наумов Панкрат Константиновна,Витебская область,Орша,0,3
4925,IDKWNNHJ7,Оптопара,Unknown,надёжный новый сверхмощный 76 удобный 520 легкий быстрый,20.7,31.75,2024-04-05 12:40:53,70,0.2,2667.0,Кузьмина Парфен Давыдович,Минск,Минск,0,1
4926,L4ZKLOOKE,Транзистор,Digit Solutions,,1.33,2.43,2024-04-05 12:49:41,142,0.25,431.32,Шаров Виссарион Трифонович,Минск,Минск,0,5
4927,BHSAHXTHV,Микросхема,Unknown,новый легкий точный 982 745 надёжный удобный сверхмощный,23.0,35.06,2024-04-05 13:04:46,189,0.25,0,Жуков Ульян Владиславович,Могилёвская область,Осиповичи,1,4
4928,G8SBI4Q2Y,Микросхема,Nexus Labs,надёжный сверхмощный удобный 125 простой новый 230 точный,17.47,32.34,2024-04-05 13:22:28,100,0.25,4042.5,Шаров Виссарион Трифонович,Минск,Минск,0,4
4929,L4ZKLOOKE,Транзистор,Digit Solutions,,1.33,2.43,2024-04-05 13:30:30,94,0.2,274.1,Коновалов Касьян Харитонович,Минск,Минск,0,4
4930,QLGZUI1B0,Оптопара,Unknown,точный удобный 518 новый быстрый 925 легкий сверхмощный,4.7,7.23,2024-04-05 14:17:35,88,0.2,763.49,Коновалов Наина Артемьевич,Брестская область,Барановичи,0,5
4931,UZFK8UT0C,Дисплей,Digit Solutions,,21.08,41.52,2024-04-05 14:36:17,126,0.25,6539.4,Дьячков Ладислав Дмитриевна,Гомельская область,Речица,0,1
4932,7PZE9VIFT,Дисплей,Delphini Systems,точный 416 простой 703 легкий быстрый сверхмощный новый,7.97,12.27,2024-04-05 15:18:47,82,0.2,1207.37,Коновалов Касьян Харитонович,Минск,Минск,0,
4933,PHT0HL9XP,Трансформатор,Nexus Labs,надёжный удобный простой сверхмощный точный легкий 54 657,7.28,12.42,2024-04-05 15:42:37,196,0.25,3042.9,Киселев Модест Ярославович,Гродненская область,Слоним,0,
4934,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-05 15:57:58,40,0.1,1001.44,Жуков Ульян Владиславович,Могилёвская область,Осиповичи,0,1
4935,BHSAHXTHV,Микросхема,Unknown,новый легкий точный 982 745 надёжный удобный сверхмощный,23.0,35.06,2024-04-05 16:55:38,186,0.25,8151.45,Рябова Вероника Ивановна,Гродненская область,Лида,0,5
4936,JV6OH9SDB,Акустика,Kepler Systems,,1.84,2.82,2024-04-05 17:29:25,40,0.1,124.08,Суворова Филипп Евстигнеевич,Могилёвская область,Осиповичи,0,4
4937,D84U89YJB,Реле,Nexus Labs,,8.99,15.91,2024-04-08 09:23:18,85,0.2,1622.82,Кириллов Никита Венедиктович,Брестская область,Брест,0,
4938,QLGZUI1B0,Оптопара,Unknown,точный удобный 518 новый быстрый 925 легкий сверхмощный,4.7,7.23,2024-04-08 09:27:06,36,0.1,286.31,Архипова Мариан Абрамович,Гродненская область,Волковыск,0,2
4939,4AZYTJXEP,Диод,Arkham Devices,простой 991 удобный быстрый новый надёжный легкий 318,10.76,21.16,2024-04-08 09:39:22,184,0.25,0,Ковалев Лавр Харлампьевич,Брестская область,Брест,1,2
4940,IE6IVWPVS,Диод,Unknown,940 точный надёжный быстрый легкий сверхмощный удобный 850,21.97,43.04,2024-04-08 09:59:21,13,0.1,0,Горшкова Регина Харитонович,Гомельская область,Гомель,1,5
4941,UZFK8UT0C,Дисплей,Digit Solutions,,21.08,41.52,2024-04-08 12:14:29,122,0.25,6331.8,Архипова Мариан Абрамович,Гродненская область,Волковыск,0,2
4942,38DALY8OZ,Микросхема,JPZ,,14.08,25.11,2024-04-08 12:23:36,74,0.2,2229.77,Филиппова Кузьма Трифонович,Гомельская область,Речица,0,1
4943,AXEQBNHL1,Акустика,Unknown,точный новый простой удобный 349 быстрый 622 сверхмощный,15.19,29.77,2024-04-08 14:23:43,48,0.1,0,Попов Ювеналий Елизарович,Минск,Минск,1,
4944,VS4F8CGVY,Предохранитель,Arkham Devices,,14.91,23.7,2024-04-08 14:33:04,68,0.2,1933.92,Нестеров Терентий Вячеславовна,Могилёвская область,Осиповичи,0,2
4945,KV9RFTMTT,Резонатор,Arkham Devices,681 новый легкий точный сверхмощный простой 822 удобный,8.64,13.96,2024-04-08 14:34:38,32,0.1,491.39,Зайцев Маргарита Викторович,Гродненская область,Волковыск,0,
4946,7TZ0YNCXL,Индуктивность,Quantum Systems,надёжный 455 простой сверхмощный легкий новый удобный 360,14.19,28.32,2024-04-08 14:38:48,194,0.25,6867.6,Игнатьев Антип Болеславовна,Минская область,Слуцк,0,5
4947,D54I3QK2I,Датчик,JPZ,,14.95,27.64,2024-04-08 14:57:42,154,0.25,5320.7,Бобылева Наина Мироновна,Гомельская область,Жлобин,0,4
4948,PJA1WJ0TP,Резонатор,Digit Solutions,,5.5,10.44,2024-04-08 15:28:06,89,0.2,1114.99,Шубин Михей Изотович,Брестская область,Брест,0,
4949,SJ49ITN7S,Разъем,Nexus Labs,,16.7,27.94,2024-04-08 15:28:23,65,0.2,2179.32,Дьячков Ладислав Дмитриевна,Гомельская область,Речица,0,
4950,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-08 15:28:54,127,0.25,3613.15,Рожкова Аркадий Чеславович,Гомельская область,Речица,0,
4951,B2KNFTU2G,Акустика,Digit Solutions,,32.62,59.27,2024-04-08 15:54:01,111,0.25,8223.71,Марков Ким Феоктистович,Гомельская область,Жлобин,0,4
4952,BHSAHXTHV,Микросхема,Unknown,новый легкий точный 982 745 надёжный удобный сверхмощный,23.0,35.06,2024-04-08 16:17:18,191,0.25,0,Калашников Флорентин Вадимовна,Брестская область,Берёза,1,3
4953,KV9RFTMTT,Резонатор,Arkham Devices,681 новый легкий точный сверхмощный простой 822 удобный,8.64,13.96,2024-04-08 16:40:49,175,0.25,3053.75,Давыдова Фортунат Даниилович,Минск,Минск,0,
4954,AC56T4UFE,Предохранитель,Unknown,,14.09,21.69,2024-04-08 16:53:47,187,0.25,5070.04,Гришина Флорентин Ааронович,Могилёвская область,Бобруйск,0,4
4955,ZRIXA11DP,Светодиод,Delphini Systems,надёжный 177 сверхмощный точный быстрый удобный легкий 921,3.14,5.71,2024-04-08 17:50:47,128,0.25,913.6,Муравьев Прасковья Германович,Гомельская область,Жлобин,0,2
4956,5NF4ZW9XA,Акустика,Arkham Devices,299 быстрый новый удобный сверхмощный надёжный легкий 148,20.34,36.81,2024-04-09 10:05:10,151,0.25,0,Белозерова Вячеслав Филипповна,Могилёвская область,Могилёв,1,4
4957,YUHZ1GV0E,Разъем,Kepler Systems,782 новый сверхмощный легкий быстрый удобный точный 164,3.61,6.66,2024-04-09 10:11:32,84,0.2,671.33,Тетерина Герасим Григорьевна,Витебская область,Орша,0,4
4958,UR23GDPPQ,Акустика,Arion Systems,,10.88,19.23,2024-04-09 10:15:38,37,0.1,782.66,Шубин Михей Изотович,Брестская область,Брест,0,1
4959,SEIMVIHCW,Реле,Kepler Instruments,,19.73,29.76,2024-04-09 10:37:38,82,0.2,2928.38,Игнатова Роман Зиновьевич,Гомельская область,Жлобин,0,4
4960,HAIR4COWG,Конденсатор,Unknown,простой легкий новый 936 надёжный 397 сверхмощный быстрый,10.8,18.77,2024-04-09 10:56:04,4,0.0,75.08,Петухова Нифонт Ярославович,Гомельская область,Речица,0,2
4961,UR23GDPPQ,Акустика,Arion Systems,,10.88,19.23,2024-04-09 11:07:13,152,0.25,3653.7,Белова Аполлон Адамович,Минск,Минск,0,
4962,38DALY8OZ,Микросхема,JPZ,,14.08,25.11,2024-04-09 12:40:33,39,0.1,1077.22,Пахомов Константин Викторовна,Витебская область,Орша,0,
4963,60RJIW1SW,Аккумулятор,Fusion Technologies,быстрый 849 новый легкий удобный простой 900 точный,5.2,10.0,2024-04-09 13:10:30,41,0.1,451.0,Муравьев Прасковья Германович,Гомельская область,Жлобин,0,3
4964,5NF4ZW9XA,Акустика,Arkham Devices,299 быстрый новый удобный сверхмощный надёжный легкий 148,20.34,36.81,2024-04-09 13:25:33,49,0.1,1984.06,Панфилова Артемий Брониславович,Минская область,Борисов,0,4
4965,0Y9DOM5IG,Индуктивность,Arkham Devices,,0.46,0.76,2024-04-09 13:49:52,125,0.25,0,Кириллов Никита Венедиктович,Брестская область,Брест,1,1
4966,7TZ0YNCXL,Индуктивность,Quantum Systems,надёжный 455 простой сверхмощный легкий новый удобный 360,14.19,28.32,2024-04-09 14:09:10,181,0.25,6407.4,Соболев Андрей Эльдаровна,Минская область,Слуцк,0,
4967,M5ZJA8DZR,Трансформатор,Kepler Technologies,,17.0,31.09,2024-04-09 14:40:19,127,0.25,4935.54,Самсонова Онуфрий Тимофеевна,Минская область,Борисов,0,
4968,T7E8G8JDP,Реле,Unknown,сверхмощный легкий точный удобный 81 новый быстрый 435,17.92,34.3,2024-04-09 14:43:22,162,0.25,6945.75,Симонова Симон Макаровна,Брестская область,Берёза,0,5
4969,P0TVHHPBM,Резонатор,Arion Systems,надёжный простой удобный точный легкий 43 846 новый,9.11,18.1,2024-04-09 15:14:19,157,0.25,3552.13,Зуева Илья Демьянович,Брестская область,Барановичи,0,3
4970,V55PSQ0OX,Диод,JPZ,,4.09,7.39,2024-04-09 15:26:02,96,0.2,851.33,Васильев Леон Федосеевич,Гродненская область,Слоним,0,4
4971,5LXO6QJIU,Транзистор,Nexus Labs,662 177 легкий точный новый удобный простой быстрый,13.17,22.76,2024-04-09 16:01:22,5,0.0,113.8,Евдокимова Эммануил Артемовна,Гомельская область,Гомель,0,3
